21.210762331838573, -7.72645739910314
24.035874439461892, -7.822122571001495
29.282511210762337, -7.94170403587444
32.91479820627802, -8.025411061285501
39.37219730941705, -8.192825112107624
46.23318385650224, -8.360239162929746
67.62331838565022, -8.886397608370704
88.60986547085201, -9.424514200298955
109.1928251121076, -9.938714499252615
126.95067264573991, -10.357249626307922
140.2690582959641, -10.6203288490284
146.32286995515693, -10.727952167414053
151.97309417040356, -10.835575485799701
155.60538116591925, -10.895366218236173
159.64125560538116, -10.943198804185352
163.677130044843, -10.979073243647235
167.3094170403587, -10.99103139013453
171.34529147982056, -11.002989536621822
174.97757847533632, -10.99103139013453
177.8026905829596, -10.96711509715994
181.0313901345291, -10.919282511210762
185.067264573991, -10.871449925261585
189.10313901345285, -10.75186846038864
192.3318385650224, -10.656203288490286
194.55156950672642, -10.572496263079223
196.36771300448424, -10.500747384155456
198.38565022421523, -10.393124065769804
200.40358744394615, -10.285500747384155
203.63228699551564, -10.094170403587444
206.45739910313898, -9.878923766816143
210.49327354260083, -9.556053811659192
